,Epoch,Train Loss,Val Loss,Train Frame Loss,Train Murmur Loss,Val Frame Loss,Val Murmur Loss
0,1,1.6207988598171807,1.619416443372177,0.6794770319555191,0.9413218310177819,0.6771556985580315,0.9422607577453226
1,2,1.610218246931275,1.60758634421785,0.6748708014782792,0.9353474377270765,0.6719402844622984,0.9356460805666649
2,3,1.597191848021085,1.5941339323076151,0.6693304319507959,0.9278614087060085,0.6657173118348849,0.9284166075415531
3,4,1.5834977466364428,1.5757681676896953,0.6625753593786737,0.9209223893618491,0.658063320790307,0.9177048856929197
4,5,1.5649678229759625,1.5555625891281386,0.6544384703541486,0.9105293494656936,0.6492202154660629,0.9063423686108347
5,6,1.5424012459251544,1.5315330404346272,0.6447144749410496,0.8976867713457435,0.6380986496553582,0.8934343778480918
6,7,1.5144852079611355,1.4998765614073155,0.6329097114606121,0.8815754979142022,0.6252798363313836,0.874596730127173
7,8,1.4817500235425525,1.4583904480530043,0.6185514152674667,0.8631986005491666,0.6080711770865876,0.8503192709664167
8,9,1.442083841388027,1.4104542707992813,0.6001578769957369,0.8419259637018889,0.5864227199958543,0.8240315299923137
9,10,1.3927948908850558,1.361384855690649,0.5766570753178015,0.816137812772773,0.5608110678398003,0.8005737799709126
10,11,1.3368319664222392,1.2950810327368267,0.5495594063978201,0.787272555816259,0.528847581451222,0.7662334254232503
11,12,1.2664261177897256,1.227399189189329,0.5163794336763456,0.7500466856914401,0.4944508269681769,0.7329483701010882
12,13,1.2001718774528314,1.1563667612560724,0.48042449371563556,0.7197473765537348,0.4567356017686553,0.699631150496208
13,14,1.1371753954847938,1.0819200055073883,0.4433451893904297,0.6938302104669056,0.4153415887032525,0.6665783999329906
14,15,1.0579096405662625,1.0113877886432712,0.4023661107334457,0.6555435305396562,0.3733723414146294,0.6380154666254076
15,16,0.9794262258373961,0.9337879322342953,0.3579070624796251,0.6215191615988915,0.32827336717460115,0.6055145740509034
16,17,0.9090955560534815,0.8573213266114057,0.3119664781999667,0.5971290778535148,0.28318653258226684,0.5741348109002841
17,18,0.8399429184195092,0.781503640595129,0.26553797215568514,0.574404947052854,0.23643251394821427,0.5450711331125033
18,19,0.7785293119951828,0.724869433499999,0.22543897505662616,0.5530903396590665,0.1975147105879703,0.5273547222048549
19,20,0.7329204597988644,0.6888890127004204,0.1918098813614264,0.5411105779936086,0.1680070764432519,0.520881944692741
20,21,0.6953942789534344,0.6552626565351325,0.16534199242228903,0.5300522853969147,0.14360482914973113,0.5116578241526071
21,22,0.6722196366204389,0.6276109028670748,0.14315130358168385,0.5290683340907951,0.12271441978923345,0.5048964918670008
22,23,0.6484387488044301,0.6086269716085013,0.12412350212202766,0.5243152448865371,0.10595321420390727,0.5026737616223804
23,24,0.6258994034161176,0.5929011381278604,0.10842962035374029,0.5174697859143922,0.09219403612916753,0.5007071074792895
24,25,0.6152966727029534,0.5791032136496851,0.0951540728489536,0.5201426045840706,0.08053085771152528,0.4985723465175952
25,26,0.6043727722078546,0.5688877681554374,0.08404990291799291,0.5203228696432813,0.07047113470606885,0.4984166337271868
26,27,0.590922310183999,0.5599168254157244,0.07457314990152658,0.5163491585770169,0.0621222912002418,0.4977945238856946
27,28,0.5873441423294101,0.5519942928168733,0.06637997367618101,0.5209641668984591,0.054900721422696516,0.4970935775061785
28,29,0.5656014367880509,0.5466799495583874,0.05927340000029499,0.5063280356699633,0.048729502195018835,0.4979504462015831
29,30,0.5635246650592701,0.5397757544355878,0.05280932250046888,0.5107153405225283,0.04279907213176711,0.4969766908783024
30,31,0.5624259946034617,0.5341209942001407,0.04712117734373898,0.5153048160782323,0.03779367026636156,0.49632732555017633
31,32,0.5532595355472575,0.5288089751187017,0.042226186111544745,0.5110333475925879,0.033506961962429145,0.4953020122091649
32,33,0.5571277859588387,0.5257718699463343,0.03799232197807299,0.5191354631917356,0.029882754196049802,0.4958891085648941
33,34,0.5474785067597214,0.5228898904081118,0.034332833582123405,0.5131456723413084,0.02678431842665551,0.4961055693990093
34,35,0.5479194360810358,0.5197302308122991,0.031176291722588557,0.5167431441611896,0.024090012440742072,0.49564022613784015
35,36,0.5436525963250932,0.5169186898207261,0.028303064666873372,0.5153495311013783,0.021702632194353363,0.49521605089559395
36,37,0.5389382500577485,0.5152331794722605,0.025797906758595553,0.5131403437912694,0.019652177071419814,0.49558098841521697
37,38,0.5349175952050282,0.5135100015139176,0.0235869450832656,0.5113306506457279,0.017836490172450824,0.4956735193729401
