,Epoch,Train Loss,Val Loss,Train Frame Loss,Train Murmur Loss,Val Frame Loss,Val Murmur Loss
0,1,4.611051088134294,4.826130422495179,2.3363565520495917,2.2746945290491847,2.443212707163924,2.382917680376667
1,2,4.590910677481145,4.803548915911529,2.321258756151794,2.2696519263265413,2.426359856431767,2.3771889651225786
2,3,4.568351142918018,4.777161700038587,2.3039493838924106,2.264401752844872,2.4061009670718243,2.371060708114656
3,4,4.540952159762711,4.7437953908564685,2.2824199991665424,2.2585321660207507,2.379843118938349,2.363952254238775
4,5,4.505385521953434,4.699362754821777,2.2535730095377824,2.251812525500399,2.3439887024588506,2.3553740456952887
5,6,4.456855303532368,4.638211453567117,2.2139437510305786,2.2429115501675763,2.294173092963332,2.3440383427223916
6,7,4.390627155630088,4.55608671459101,2.159467563698848,2.231159599196891,2.2271366765943625,2.328949978392003
7,8,4.304675883965405,4.452693357508061,2.0886894115347,2.215986512079465,2.1441803142175835,2.308512920949419
8,9,4.201911506571299,4.337841652207455,2.006798667698622,2.1951128633326085,2.0549687431020254,2.2828729091054303
9,10,4.096923521126559,4.2261197615478,1.925322143431862,2.171601350736171,1.972598681510505,2.2535210553872385
10,11,3.9974898813971484,4.12519246319593,1.8532254985860876,2.144264369529055,1.9028249115256939,2.2223675236863607
11,12,3.909361470028372,4.036985263582003,1.7934937029337266,2.1158677539770205,1.8454184459427656,2.1915669118953964
12,13,3.834022487912859,3.9600452190738613,1.7436255270186802,2.090396940116388,1.797906817521079,2.162138454186714
13,14,3.766340072024809,3.8918288885536843,1.7017761824772757,2.064563895646078,1.7575665540614371,2.1342624043003986
14,15,3.7078016514417813,3.8308459180896564,1.6663077656432403,2.041493896121684,1.7226415544748306,2.108204435392962
15,16,3.6538169218963903,3.775343192027787,1.6351259413734696,2.0186909848461476,1.6920413219322592,2.0833019957704058
16,17,3.605416909936904,3.723983135061749,1.6074498452603718,1.9979670619149268,1.6646585792808208,2.0593245938672857
17,18,3.5587958728024396,3.6769636293589056,1.5825361972577126,1.9762596446574885,1.6401698249376426,2.0367937099125424
18,19,3.517375067196955,3.6329061742556297,1.560349081851998,1.9570259997611932,1.6179709301156513,2.0149352895001233
19,20,3.481469812014454,3.592260354757309,1.5400166657506202,1.94145314655972,1.597766698669579,1.994493634822005
20,21,3.4429006418732078,3.5547664145291864,1.521549496871624,1.921351148486466,1.5791864658816386,1.9755800046152987
21,22,3.4101366384609326,3.51960094055887,1.5044303878821264,1.9057062386282886,1.5621846209138126,1.9574162972175468
22,23,3.3781136120148147,3.4866566944930515,1.4888014498824778,1.889312154570799,1.5464882854182842,1.9401684160959922
23,24,3.349598167387083,3.455531423273733,1.4742644935501128,1.8753336879080065,1.5320316913269334,1.9234997231071278
24,25,3.3210062774188995,3.427311359219632,1.4608261635700643,1.860180108753016,1.5184379161414454,1.9088734012033979
25,26,3.294580035951344,3.3998949513597005,1.4482902172712482,1.8462898084884576,1.5059456551984205,1.8939493469767652
26,27,3.275218252180955,3.37494073782937,1.4366407763116344,1.8385774721049895,1.4942471760309348,1.8806935687186355
27,28,3.2491960252968566,3.350750012923095,1.4257441261691806,1.8234518870620917,1.4833419692718377,1.8674079735400313
28,29,3.230407772377191,3.328826903690726,1.4155276296912014,1.8148801446914409,1.4731164391768181,1.8557105239670155
29,30,3.210213579529238,3.3080825066162367,1.4059377789859013,1.8042757864887387,1.4635438530626943,1.8445386676970175
30,31,3.1926397669400814,3.2883675344919756,1.3971408574507505,1.7954988949744661,1.4545972445758724,1.8337702899161032
31,32,3.1785370483624624,3.2703445296166307,1.3887220350208693,1.7898150187332986,1.4462018618644294,1.8241426975545236
32,33,3.1622154571966643,3.252947880251933,1.38082887895582,1.7813865819229846,1.4382226173150336,1.8147253100649785
33,34,3.1456326436943858,3.2364655777559443,1.373462313324854,1.7721703263915052,1.4307315609717772,1.8057340341604362
34,35,3.131035750699977,3.2208686500282613,1.3664486962198488,1.764587036726952,1.4237070617534346,1.7971615968114238
35,36,3.119516237888031,3.207001507787381,1.3596552186951214,1.75986103620637,1.4170803550441387,1.7899211965375028
36,37,3.10750403985488,3.193300461567054,1.353533148897069,1.7539708936207872,1.4107955286563454,1.7825049888784603
37,38,3.095999974344425,3.180353195586447,1.3475889812926858,1.7484109923777762,1.4048733467772856,1.7754798699233492
38,39,3.082951373049257,3.1685898139315136,1.342095269610457,1.7408561178550364,1.3992856013572823,1.7693041984812687
39,40,3.074044493996367,3.1568975830482224,1.3368980196287668,1.737146493107064,1.3940094574528226,1.7628880819526769
40,41,3.064529782326525,3.1459577748330974,1.331866046324397,1.7326637310871287,1.3890064233945587,1.756951334062269
41,42,3.054332311976633,3.1360323593778126,1.3272100775628477,1.7271222537450217,1.3842462483098952,1.7517860673746821
42,43,3.0445799344952307,3.1262668238858047,1.3225713410531363,1.7220085868668438,1.3797293436224178,1.746537523956622
43,44,3.0366242591412895,3.1171537425558444,1.3184411572574977,1.7181830910181908,1.3754673731023983,1.7416862663071033
44,45,3.0278819330279103,3.1083997343556358,1.3144734450880493,1.7134085013533717,1.3714471355333167,1.7369525864972906
45,46,3.0207714401288253,3.100271612910901,1.310596785753127,1.7101746666878543,1.367608189986924,1.7326634055477077
46,47,3.0103585703295366,3.09217699806569,1.3070252997994882,1.703333290190047,1.3639596812805888,1.7282172993583194
47,48,3.0031222740195433,3.0849745347338207,1.3035806437684105,1.6995416159664014,1.3605012444116302,1.7244732589539835
48,49,3.003668143876797,3.07812342522508,1.3002051760396836,1.7034629732945712,1.357249889535419,1.720873540841927
49,50,2.9949724650553953,3.0713689557576584,1.297263499688392,1.697708986588624,1.3541441734564506,1.7172248261459804
50,51,2.9914282417336815,3.064997837402053,1.2943243003489888,1.697103952513304,1.351186633059534,1.7138112043425189
51,52,2.983463947673036,3.058782929687177,1.2914350378500186,1.692028909379188,1.3483753781702559,1.7104075341406515
52,53,2.9806376925437936,3.053212242005235,1.2887122138422362,1.691925476811173,1.3457178710880926,1.7074943831916582
53,54,2.9728551000701873,3.047649317676738,1.2863194532507503,1.6865356534933162,1.3431794405993769,1.704469833384126
54,55,2.967189655176395,3.0421901699850116,1.2838538302385012,1.6833358195133126,1.3407736260001941,1.7014165825257868
55,56,2.96116154360232,3.03741158812733,1.2816961852641509,1.6794653555108117,1.3384812389895067,1.698930310495829
56,57,2.9610432609628066,3.0326299992658323,1.2793586668196266,1.6816845858583644,1.336273703484212,1.6963563079551114
57,58,2.959056188668326,3.0279097294403337,1.2773674801937205,1.681688711499221,1.3341917485503827,1.693717998367245
58,59,2.9507755023040496,3.023632344553026,1.2753161811657656,1.6754593242122138,1.3321857654947347,1.6914465823921108
59,60,2.950259107650477,3.0195235263493103,1.2734849476314551,1.6767741512410625,1.3303169731366433,1.6892065408876387
60,61,2.9490673663664837,3.0157633208622365,1.2717845363637985,1.6772828120686898,1.3285252346325729,1.6872380547604318
61,62,2.942010392849444,3.01211178514917,1.2699385095352766,1.6720718845470268,1.3268050719620819,1.6853067253605793
62,63,2.937205151307011,3.0083717625019912,1.2684433795244603,1.668761776681112,1.325172518976664,1.6831992609015967
63,64,2.9366421104463765,3.0049234380156307,1.2668452956567333,1.6697968028062493,1.3235992594290589,1.6813241574723843
64,65,2.93771131950653,3.0015756855576727,1.2654303133619207,1.6722810023802785,1.3221018021894713,1.6794739443871936
65,66,2.9337359830548078,2.998435498900333,1.2640083209954107,1.6697276735167705,1.3206617867542525,1.677773690880355
66,67,2.9293459948425586,2.9955818473282507,1.2625707035326392,1.6667753038850859,1.319306963985249,1.6762748782917605
67,68,2.92897257552381,2.9927544083635684,1.2613343772839527,1.6676382048479839,1.3179987325001572,1.6747556635383831
