,Epoch,Train_total_Loss,Val_total_Loss,Train_CTC_Loss,Train_Murmur_Loss,Val_CTC_Loss,Val_Murmur_Loss
0,1,9.405948010848098,9.445830102694236,8.672954218991212,0.7329937160442498,8.713017673815711,0.7328127032619411
1,2,9.339949322746264,9.357306742264052,8.608619350132466,0.7313299792548009,8.626273219868288,0.7310334621849707
2,3,9.239181016731578,9.219917307061664,8.509525752238522,0.7296552476275382,8.490694608526715,0.7292228328979622
3,4,9.072488877369565,9.002251026994092,8.344588065896978,0.7279008356695075,8.274943755844893,0.7273074010671196
4,5,8.805680672897532,8.663008521775067,8.079679666141482,0.726001002876652,7.937854425785905,0.7251540139570074
5,6,8.395478943994673,8.148710611311056,7.671704179729077,0.7237747477288412,7.426165073200807,0.7225455015392627
6,7,7.788427722434346,7.423769905607579,7.067556162927273,0.7208716183884395,6.704498997381178,0.7192709211575783
7,8,6.988281063262889,6.542476233789476,6.2709925567913105,0.7172884900334522,5.827478014412573,0.7149981906858541
8,9,6.140660196000281,5.678132375620179,5.427724195591863,0.7129360379202222,4.968504291469768,0.7096281645661694
9,10,5.372126061154938,5.012483538611461,4.664942237992873,0.7071838049486205,4.309143666089591,0.7033398523169049
10,11,4.7692092552542755,4.49661965450998,4.068343432910917,0.7008657841411534,3.8003404657719497,0.696279119030904
11,12,4.324806717043086,4.10593219207505,3.6312554983295793,0.6935512053657485,3.417205724069628,0.6887265377125498
12,13,3.9878489591111417,3.8111089108353955,3.3010441542855298,0.6868048083433708,3.1301916801323326,0.6809171632184821
13,14,3.7290239306490394,3.5897961252826756,3.0507741011247673,0.6782498516171135,2.916819031763885,0.6729771013987267
14,15,3.5255954635123556,3.4132282645015395,2.854772614038786,0.6708228537146057,2.748165582398237,0.6650626792746075
15,16,3.3605984820888244,3.26089380393594,2.6977763524452625,0.6628221387831598,2.603929206072274,0.6569646237260204
16,17,3.2272362676169157,3.1452560238919016,2.5726002059585142,0.6546360612967629,2.496082044860064,0.6491739840830787
17,18,3.1150827595889075,3.0452499260336667,2.4679203735684005,0.6471623923327472,2.403886587336912,0.6413633229368824
18,19,3.0213638498713413,2.9614837872779978,2.3812317649633004,0.6401320698178413,2.3274640398510433,0.6340197682380676
19,20,2.9394627410406837,2.891068852149834,2.306637885224668,0.6328248449339764,2.264235486822613,0.6268333186537532
20,21,2.8727756443433976,2.8273212481353243,2.246651893153877,0.6261237508607581,2.2074329602516305,0.6198883345571615
21,22,2.814765468067184,2.771445708355661,2.1944395423395755,0.6203259194153682,2.158076831849955,0.6133688714544652
22,23,2.7600634712181367,2.724444481477899,2.1472762322728305,0.6127872225071801,2.1176121994600456,0.6068323078802076
23,24,2.7148120398029594,2.683649101903883,2.1073624478212327,0.6074495997076461,2.082776743274624,0.6008723378181458
24,25,2.6734754748589022,2.6475193888454114,2.0712755527932933,0.6021999073370478,2.052327847480774,0.5951915334847013
25,26,2.6404198411414455,2.6162660825050486,2.043408284447697,0.5970115475541508,2.0265273575055396,0.5897387351019908
