,Train_total_loss,Train_seq_loss,Val_total_loss,Val_seq_loss
0,0.4079674377160914,0.4079674377160914,0.4067522351950348,0.4067522351950348
1,0.4039248147932421,0.4039248147932421,0.4021452492321462,0.4021452492321462
2,0.3989000718633668,0.3989000718633668,0.39649753678390093,0.39649753678390093
3,0.3930645139866752,0.3930645139866752,0.39047012568468126,0.39047012568468126
4,0.38708481786278176,0.38708481786278176,0.38449816462059855,0.38449816462059855
5,0.380901673673346,0.380901673673346,0.37828488964920726,0.37828488964920726
6,0.37439296414106127,0.37439296414106127,0.37193959613680605,0.37193959613680605
7,0.36799258777427013,0.36799258777427013,0.3659156381372903,0.3659156381372903
8,0.3622468129809517,0.3622468129809517,0.3605668326139924,0.3605668326139924
9,0.35731618384058617,0.35731618384058617,0.35599210615423516,0.35599210615423516
10,0.353101727194086,0.353101727194086,0.35197342449343705,0.35197342449343705
11,0.3493684076373081,0.3493684076373081,0.3482960263493047,0.3482960263493047
12,0.3458646301344015,0.3458646301344015,0.34469560233072544,0.34469560233072544
13,0.3423552414272542,0.3423552414272542,0.34093906189764944,0.34093906189764944
14,0.338464758962437,0.338464758962437,0.33665020867560064,0.33665020867560064
15,0.333842987317115,0.333842987317115,0.33149687954730117,0.33149687954730117
16,0.32835914839097785,0.32835914839097785,0.3255175941625599,0.3255175941625599
17,0.32222183601902193,0.32222183601902193,0.31907480392256976,0.31907480392256976
18,0.3156301774309227,0.3156301774309227,0.3124163262768247,0.3124163262768247
19,0.30909514291652995,0.30909514291652995,0.30590658283849836,0.30590658283849836
20,0.30276869323603656,0.30276869323603656,0.2996965916919898,0.2996965916919898
21,0.2968736915263102,0.2968736915263102,0.2939913505706825,0.2939913505706825
22,0.291528626267296,0.291528626267296,0.2888452795817411,0.2888452795817411
23,0.2867181668379374,0.2867181668379374,0.28416829536970756,0.28416829536970756
24,0.2824518939703924,0.2824518939703924,0.2800038929725025,0.2800038929725025
25,0.2786171386958465,0.2786171386958465,0.2763088168372691,0.2763088168372691
26,0.2751951105837414,0.2751951105837414,0.27296005482702085,0.27296005482702085
27,0.2721277268081388,0.2721277268081388,0.269973149830494,0.269973149830494
28,0.26939279545196143,0.26939279545196143,0.2672883051764183,0.2672883051764183
29,0.2668310654116219,0.2668310654116219,0.2648503805249633,0.2648503805249633
30,0.2645939770778452,0.2645939770778452,0.2626918230805672,0.2626918230805672
31,0.2626179800402452,0.2626179800402452,0.2607460789249147,0.2607460789249147
32,0.2607551224592353,0.2607551224592353,0.2589541756016597,0.2589541756016597
33,0.2590643862834144,0.2590643862834144,0.2573620008663913,0.2573620008663913
34,0.2574604753362502,0.2574604753362502,0.2558926990326072,0.2558926990326072
35,0.2560483952500828,0.2560483952500828,0.25455888880650046,0.25455888880650046
36,0.2548090898778494,0.2548090898778494,0.2533498678660061,0.2533498678660061
37,0.25356056478962824,0.25356056478962824,0.252233601736264,0.252233601736264
38,0.25255573507411255,0.25255573507411255,0.2512412355920193,0.2512412355920193
39,0.2514388852790035,0.2514388852790035,0.250337387707314,0.250337387707314
40,0.2506395447271859,0.2506395447271859,0.24951871174941243,0.24951871174941243
41,0.24981067564248213,0.24981067564248213,0.24876010009119098,0.24876010009119098
42,0.24914939773006128,0.24914939773006128,0.24810778798450295,0.24810778798450295
43,0.24841945424300282,0.24841945424300282,0.2474948029750384,0.2474948029750384
44,0.2477829700066085,0.2477829700066085,0.246906418034855,0.246906418034855
45,0.24731116666395478,0.24731116666395478,0.24639170567984608,0.24639170567984608
46,0.24675730479953906,0.24675730479953906,0.24587959356265324,0.24587959356265324
47,0.2462834196622809,0.2462834196622809,0.24538357715838946,0.24538357715838946
48,0.24582755317413388,0.24582755317413388,0.24487379139981735,0.24487379139981735
49,0.245411605747749,0.245411605747749,0.24438352204459324,0.24438352204459324
50,0.24497440751978977,0.24497440751978977,0.24394147948289724,0.24394147948289724
51,0.24455503072705648,0.24455503072705648,0.24353728590025817,0.24353728590025817
52,0.24421862603795452,0.24421862603795452,0.2431631801912846,0.2431631801912846
53,0.2438278816754548,0.2438278816754548,0.2426979629763552,0.2426979629763552
54,0.24349973060179628,0.24349973060179628,0.24230710969530564,0.24230710969530564
55,0.24308188827510405,0.24308188827510405,0.2419620045195991,0.2419620045195991
56,0.24278772518856362,0.24278772518856362,0.24158945250108274,0.24158945250108274
57,0.24245455455968595,0.24245455455968595,0.24119954137038996,0.24119954137038996
58,0.24207345532180646,0.24207345532180646,0.24090263774807363,0.24090263774807363
59,0.24185786439355386,0.24185786439355386,0.2404888721986509,0.2404888721986509
60,0.2414939696769342,0.2414939696769342,0.24016194943168293,0.24016194943168293
61,0.24119915415818774,0.24119915415818774,0.23985588580192202,0.23985588580192202
62,0.24100517240333133,0.24100517240333133,0.23955771392192804,0.23955771392192804
63,0.2406494156579481,0.2406494156579481,0.23918113938975286,0.23918113938975286
64,0.2403562590074728,0.2403562590074728,0.2389449377657168,0.2389449377657168
65,0.24016789717068485,0.24016789717068485,0.2386781995445786,0.2386781995445786
66,0.23989025587736235,0.23989025587736235,0.23833685402367746,0.23833685402367746
67,0.2397340378561529,0.2397340378561529,0.23800900356314528,0.23800900356314528
68,0.23939418731587864,0.23939418731587864,0.23781703222935527,0.23781703222935527
69,0.23921762694831655,0.23921762694831655,0.23753654411725447,0.23753654411725447
70,0.2389495173672668,0.2389495173672668,0.23730146896768042,0.23730146896768042
71,0.23881272032481282,0.23881272032481282,0.2370391624644547,0.2370391624644547
72,0.23858660011673352,0.23858660011673352,0.23679695445784993,0.23679695445784993
73,0.23825369295040336,0.23825369295040336,0.2365832498841447,0.2365832498841447
74,0.23820503186425301,0.23820503186425301,0.23631942965401334,0.23631942965401334
75,0.23803785541272082,0.23803785541272082,0.2361008687237385,0.2361008687237385
76,0.23775189691437273,0.23775189691437273,0.23592577871698034,0.23592577871698034
